ENSG00000000005	ENSMMUG00000008212
ENSG00000152422	ENSMMUG00000064265
ENSG00000152430	ENSMMUG00000023811
ENSG00000152439	ENSMMUG00000010429
ENSG00000152454	ENSMMUG00000020493
ENSG00000152455	ENSMMUG00000017174
ENSG00000152457	ENSMMUG00000017176
ENSG00000152463	ENSMMUG00000052297
ENSG00000152464	ENSMMUG00000007679
ENSG00000152465	ENSMMUG00000007680
ENSG00000152467	ENSMMUG00000064347
ENSG00000152475	ENSMMUG00000009387
ENSG00000152484	ENSMMUG00000021425
ENSG00000152492	ENSMMUG00000015330
ENSG00000152495	ENSMMUG00000011974
ENSG00000152503	ENSMMUG00000011130
ENSG00000152518	ENSMMUG00000059805
ENSG00000152520	ENSMMUG00000022522
ENSG00000152527	ENSMMUG00000008074
ENSG00000152556	ENSMMUG00000002045
ENSG00000152558	ENSMMUG00000003403
ENSG00000152578	ENSMMUG00000010987
ENSG00000152580	ENSMMUG00000001107
ENSG00000152582	ENSMMUG00000018739
ENSG00000152583	ENSMMUG00000019047
ENSG00000152592	ENSMMUG00000011114
ENSG00000152595	ENSMMUG00000011110
ENSG00000152601	ENSMMUG00000015910
ENSG00000152611	ENSMMUG00000001678
ENSG00000152620	ENSMMUG00000015226
ENSG00000152642	ENSMMUG00000019696
ENSG00000152661	ENSMMUG00000005225
ENSG00000152669	ENSMMUG00000010372
ENSG00000152670	ENSMMUG00000017386
ENSG00000152672	ENSMMUG00000020854
ENSG00000152683	ENSMMUG00000030876
ENSG00000152684	ENSMMUG00000039101
ENSG00000152689	ENSMMUG00000045520
ENSG00000152700	ENSMMUG00000004417
ENSG00000152705	ENSMMUG00000005286
ENSG00000152749	ENSMMUG00000013059
ENSG00000152760	ENSMMUG00000000638
ENSG00000152763	ENSMMUG00000000641
ENSG00000152766	ENSMMUG00000000470
ENSG00000152767	ENSMMUG00000009890
ENSG00000152778	ENSMMUG00000017534
ENSG00000152779	ENSMMUG00000017535
ENSG00000152782	ENSMMUG00000010780
ENSG00000152784	ENSMMUG00000051357
ENSG00000152785	ENSMMUG00000010347
ENSG00000152795	ENSMMUG00000015777
ENSG00000152804	ENSMMUG00000011789
ENSG00000152818	ENSMMUG00000019438
ENSG00000152822	ENSMMUG00000016428
ENSG00000152894	ENSMMUG00000029421
ENSG00000152904	ENSMMUG00000007145
ENSG00000152910	ENSMMUG00000003916
ENSG00000152932	ENSMMUG00000005181
ENSG00000152936	ENSMMUG00000009601
ENSG00000152939	ENSMMUG00000009158
ENSG00000152942	ENSMMUG00000014881
ENSG00000152944	ENSMMUG00000003218
ENSG00000152952	ENSMMUG00000011577
ENSG00000152953	ENSMMUG00000016922
ENSG00000152954	ENSMMUG00000008451
ENSG00000152969	ENSMMUG00000015099
ENSG00000152977	ENSMMUG00000004742
ENSG00000152990	ENSMMUG00000019963
ENSG00000153002	ENSMMUG00000062175
ENSG00000153006	ENSMMUG00000015040
ENSG00000153012	ENSMMUG00000060440
ENSG00000153015	ENSMMUG00000015041
ENSG00000153029	ENSMMUG00000020023
ENSG00000153044	ENSMMUG00000030035
ENSG00000153046	ENSMMUG00000004964
ENSG00000153048	ENSMMUG00000047806
ENSG00000153060	ENSMMUG00000019726
ENSG00000153064	ENSMMUG00000008441
ENSG00000153066	ENSMMUG00000014240
ENSG00000153071	ENSMMUG00000019879
ENSG00000153086	ENSMMUG00000010195
ENSG00000153094	ENSMMUG00000018423
ENSG00000153107	ENSMMUG00000012115
ENSG00000153113	ENSMMUG00000002062
ENSG00000153130	ENSMMUG00000053045
ENSG00000153132	ENSMMUG00000022355
ENSG00000153140	ENSMMUG00000020180
ENSG00000153147	ENSMMUG00000000829
ENSG00000153157	ENSMMUG00000007720
ENSG00000153162	ENSMMUG00000021600
ENSG00000153179	ENSMMUG00000053717
ENSG00000153187	ENSMMUG00000021098
ENSG00000153201	ENSMMUG00000021019
ENSG00000153207	ENSMMUG00000016408
ENSG00000153208	ENSMMUG00000010066
ENSG00000153230	ENSMMUG00000064145
ENSG00000153233	ENSMMUG00000011075
ENSG00000153234	ENSMMUG00000011607
ENSG00000153237	ENSMMUG00000011637
ENSG00000153246	ENSMMUG00000051450
ENSG00000153250	ENSMMUG00000016825
ENSG00000153253	ENSMMUG00000018840
ENSG00000153266	ENSMMUG00000021592
ENSG00000153283	ENSMMUG00000000688
ENSG00000153291	ENSMMUG00000019250
ENSG00000153292	ENSMMUG00000022983
ENSG00000153294	ENSMMUG00000017955
ENSG00000153303	ENSMMUG00000020445
ENSG00000153310	ENSMMUG00000015348
ENSG00000153317	ENSMMUG00000012145
ENSG00000153339	ENSMMUG00000018006
ENSG00000153391	ENSMMUG00000020108
ENSG00000153395	ENSMMUG00000005199
ENSG00000153404	ENSMMUG00000064521
ENSG00000153406	ENSMMUG00000020540
ENSG00000153443	ENSMMUG00000029250
ENSG00000153446	ENSMMUG00000017225
ENSG00000153485	ENSMMUG00000061833
ENSG00000153487	ENSMMUG00000022818
ENSG00000153495	ENSMMUG00000064524
ENSG00000153498	ENSMMUG00000013615
ENSG00000153531	ENSMMUG00000016740
ENSG00000153551	ENSMMUG00000009931
ENSG00000153558	ENSMMUG00000031439
ENSG00000153560	ENSMMUG00000016917
ENSG00000153561	ENSMMUG00000003523
ENSG00000153563	ENSMMUG00000003524
ENSG00000153574	ENSMMUG00000009256
ENSG00000153684	ENSMMUG00000014208
ENSG00000153684	ENSMMUG00000019483
ENSG00000153684	ENSMMUG00000021656
ENSG00000153684	ENSMMUG00000045944
ENSG00000153684	ENSMMUG00000056650
ENSG00000153684	ENSMMUG00000060774
ENSG00000153707	ENSMMUG00000006952
ENSG00000153714	ENSMMUG00000013290
ENSG00000153721	ENSMMUG00000053073
ENSG00000153767	ENSMMUG00000001596
ENSG00000153774	ENSMMUG00000001561
ENSG00000153779	ENSMMUG00000009258
ENSG00000153786	ENSMMUG00000020674
ENSG00000153789	ENSMMUG00000011894
ENSG00000153790	ENSMMUG00000005701
ENSG00000153802	ENSMMUG00000050011
ENSG00000153814	ENSMMUG00000042360
ENSG00000153815	ENSMMUG00000041581
ENSG00000153820	ENSMMUG00000013254
ENSG00000153822	ENSMMUG00000014053
ENSG00000153823	ENSMMUG00000060276
ENSG00000153827	ENSMMUG00000015842
ENSG00000153832	ENSMMUG00000060456
ENSG00000153879	ENSMMUG00000062413
ENSG00000153896	ENSMMUG00000006440
ENSG00000153898	ENSMMUG00000015403
ENSG00000153902	ENSMMUG00000022129
ENSG00000153904	ENSMMUG00000014573
ENSG00000153914	ENSMMUG00000014586
ENSG00000153922	ENSMMUG00000014090
ENSG00000153930	ENSMMUG00000005793
ENSG00000153933	ENSMMUG00000044447
ENSG00000153936	ENSMMUG00000014056
ENSG00000153944	ENSMMUG00000002069
ENSG00000153956	ENSMMUG00000030244
ENSG00000153975	ENSMMUG00000001806
ENSG00000153976	ENSMMUG00000008050
ENSG00000153982	ENSMMUG00000042757
ENSG00000153989	ENSMMUG00000059327
ENSG00000153993	ENSMMUG00000021730
ENSG00000154001	ENSMMUG00000008205
ENSG00000154007	ENSMMUG00000018695
ENSG00000154025	ENSMMUG00000005325
ENSG00000154027	ENSMMUG00000020218
ENSG00000154040	ENSMMUG00000004346
ENSG00000154059	ENSMMUG00000004664
ENSG00000154059	ENSMMUG00000044883
ENSG00000154065	ENSMMUG00000020328
ENSG00000154080	ENSMMUG00000011801
ENSG00000154096	ENSMMUG00000008923
ENSG00000154099	ENSMMUG00000008568
ENSG00000154102	ENSMMUG00000011283
ENSG00000154118	ENSMMUG00000052495
ENSG00000154122	ENSMMUG00000021942
ENSG00000154124	ENSMMUG00000059554
ENSG00000154127	ENSMMUG00000002919
ENSG00000154133	ENSMMUG00000021578
ENSG00000154134	ENSMMUG00000021576
ENSG00000154143	ENSMMUG00000051171
ENSG00000154144	ENSMMUG00000008474
ENSG00000154146	ENSMMUG00000008481
ENSG00000154153	ENSMMUG00000001375
ENSG00000154162	ENSMMUG00000015092
ENSG00000154165	ENSMMUG00000009550
ENSG00000154174	ENSMMUG00000020025
ENSG00000154175	ENSMMUG00000002865
ENSG00000154188	ENSMMUG00000017745
ENSG00000154222	ENSMMUG00000014329
ENSG00000154227	ENSMMUG00000016498
ENSG00000154229	ENSMMUG00000018378
ENSG00000154237	ENSMMUG00000013325
ENSG00000154240	ENSMMUG00000005637
ENSG00000154252	ENSMMUG00000016941
ENSG00000154258	ENSMMUG00000044129
ENSG00000154262	ENSMMUG00000018592
ENSG00000154265	ENSMMUG00000018608
ENSG00000154269	ENSMMUG00000017549
ENSG00000154274	ENSMMUG00000009691
ENSG00000154277	ENSMMUG00000013071
ENSG00000154305	ENSMMUG00000001021
ENSG00000154309	ENSMMUG00000005873
ENSG00000154310	ENSMMUG00000022262
ENSG00000154319	ENSMMUG00000021191
ENSG00000154328	ENSMMUG00000019209
ENSG00000154330	ENSMMUG00000008230
ENSG00000154342	ENSMMUG00000050712
ENSG00000154359	ENSMMUG00000009500
ENSG00000154370	ENSMMUG00000005306
ENSG00000154380	ENSMMUG00000002227
ENSG00000154415	ENSMMUG00000022642
ENSG00000154429	ENSMMUG00000017722
ENSG00000154438	ENSMMUG00000021726
ENSG00000154447	ENSMMUG00000012701
ENSG00000154473	ENSMMUG00000003092
ENSG00000154478	ENSMMUG00000053995
ENSG00000154479	ENSMMUG00000031398
ENSG00000154485	ENSMMUG00000008537
ENSG00000154493	ENSMMUG00000009663
ENSG00000154511	ENSMMUG00000005073
ENSG00000154518	ENSMMUG00000003954
ENSG00000154529	ENSMMUG00000016712
ENSG00000154545	ENSMMUG00000020202
ENSG00000154548	ENSMMUG00000014941
ENSG00000154553	ENSMMUG00000015407
ENSG00000154556	ENSMMUG00000015733
ENSG00000154582	ENSMMUG00000005155
ENSG00000154589	ENSMMUG00000003018
ENSG00000154611	ENSMMUG00000018066
ENSG00000154620	ENSMMUG00000055280
ENSG00000154639	ENSMMUG00000010755
ENSG00000154640	ENSMMUG00000002116
ENSG00000154642	ENSMMUG00000045463
ENSG00000154645	ENSMMUG00000021858
ENSG00000154646	ENSMMUG00000064962
ENSG00000154654	ENSMMUG00000004300
ENSG00000154655	ENSMMUG00000016302
ENSG00000154678	ENSMMUG00000001625
ENSG00000154710	ENSMMUG00000041473
ENSG00000154719	ENSMMUG00000017605
ENSG00000154721	ENSMMUG00000008723
ENSG00000154723	ENSMMUG00000008725
ENSG00000154727	ENSMMUG00000008727
ENSG00000154734	ENSMMUG00000013407
ENSG00000154736	ENSMMUG00000013405
ENSG00000154743	ENSMMUG00000007195
ENSG00000154760	ENSMMUG00000037555
ENSG00000154764	ENSMMUG00000018445
ENSG00000154767	ENSMMUG00000023125
ENSG00000154781	ENSMMUG00000044822
ENSG00000154783	ENSMMUG00000018446
ENSG00000154803	ENSMMUG00000013345
ENSG00000154813	ENSMMUG00000022692
ENSG00000154814	ENSMMUG00000022693
ENSG00000154822	ENSMMUG00000023775
ENSG00000154832	ENSMMUG00000009051
ENSG00000154839	ENSMMUG00000000719
ENSG00000154845	ENSMMUG00000060986
ENSG00000154856	ENSMMUG00000056891
ENSG00000154864	ENSMMUG00000057787
ENSG00000154889	ENSMMUG00000064267
ENSG00000154914	ENSMMUG00000014039
ENSG00000154917	ENSMMUG00000008919
ENSG00000154920	ENSMMUG00000017233
ENSG00000154928	ENSMMUG00000021334
ENSG00000154930	ENSMMUG00000020597
ENSG00000154945	ENSMMUG00000003421
ENSG00000154957	ENSMMUG00000018541
ENSG00000154975	ENSMMUG00000013737
ENSG00000154978	ENSMMUG00000013015
ENSG00000154997	ENSMMUG00000046200
ENSG00000155008	ENSMMUG00000004335
ENSG00000155011	ENSMMUG00000051654
ENSG00000155016	ENSMMUG00000058349
ENSG00000155026	ENSMMUG00000030422
ENSG00000155052	ENSMMUG00000019739
ENSG00000155066	ENSMMUG00000059401
ENSG00000155085	ENSMMUG00000020537
ENSG00000155087	ENSMMUG00000002108
ENSG00000155090	ENSMMUG00000018815
ENSG00000155093	ENSMMUG00000022806
ENSG00000155096	ENSMMUG00000001338
ENSG00000155097	ENSMMUG00000040361
ENSG00000155099	ENSMMUG00000051364
ENSG00000155100	ENSMMUG00000013396
ENSG00000155111	ENSMMUG00000020637
ENSG00000155115	ENSMMUG00000059670
ENSG00000155158	ENSMMUG00000013466
ENSG00000155189	ENSMMUG00000054376
ENSG00000155229	ENSMMUG00000020030
ENSG00000155249	ENSMMUG00000023047
ENSG00000155252	ENSMMUG00000020033
ENSG00000155254	ENSMMUG00000064106
ENSG00000155256	ENSMMUG00000015503
ENSG00000155265	ENSMMUG00000056243
ENSG00000155269	ENSMMUG00000006236
ENSG00000155275	ENSMMUG00000062398
ENSG00000155287	ENSMMUG00000023760
ENSG00000155304	ENSMMUG00000020091
ENSG00000155307	ENSMMUG00000023771
ENSG00000155313	ENSMMUG00000018743
ENSG00000155324	ENSMMUG00000007899
ENSG00000155329	ENSMMUG00000056688
ENSG00000155330	ENSMMUG00000049708
ENSG00000155363	ENSMMUG00000059489
ENSG00000155367	ENSMMUG00000007767
ENSG00000155368	ENSMMUG00000011126
ENSG00000155368	ENSMMUG00000040029
ENSG00000155380	ENSMMUG00000006171
ENSG00000155393	ENSMMUG00000020065
ENSG00000155438	ENSMMUG00000020928
ENSG00000155463	ENSMMUG00000000411
ENSG00000155465	ENSMMUG00000000413
ENSG00000155495	ENSMMUG00000032328
ENSG00000155495	ENSMMUG00000055949
ENSG00000155495	ENSMMUG00000059983
ENSG00000155495	ENSMMUG00000064028
ENSG00000155506	ENSMMUG00000009411
ENSG00000155508	ENSMMUG00000008318
ENSG00000155511	ENSMMUG00000009287
ENSG00000155530	ENSMMUG00000000915
ENSG00000155542	ENSMMUG00000030085
ENSG00000155545	ENSMMUG00000012389
ENSG00000155561	ENSMMUG00000016384
ENSG00000155592	ENSMMUG00000010470
ENSG00000155621	ENSMMUG00000018881
ENSG00000155622	ENSMMUG00000040002
ENSG00000155629	ENSMMUG00000001876
ENSG00000155636	ENSMMUG00000002013
ENSG00000155657	ENSMMUG00000009038
ENSG00000155659	ENSMMUG00000002750
ENSG00000155660	ENSMMUG00000042048
ENSG00000155666	ENSMMUG00000015829
ENSG00000155714	ENSMMUG00000018288
ENSG00000155719	ENSMMUG00000013877
ENSG00000155729	ENSMMUG00000008102
ENSG00000155744	ENSMMUG00000012224
ENSG00000155749	ENSMMUG00000018356
ENSG00000155754	ENSMMUG00000018144
ENSG00000155755	ENSMMUG00000018147
ENSG00000155760	ENSMMUG00000045285
ENSG00000155761	ENSMMUG00000008519
ENSG00000155792	ENSMMUG00000002594
ENSG00000155816	ENSMMUG00000059650
ENSG00000155827	ENSMMUG00000016670
ENSG00000155833	ENSMMUG00000015205
ENSG00000155846	ENSMMUG00000004749
ENSG00000155849	ENSMMUG00000023104
ENSG00000155850	ENSMMUG00000029776
ENSG00000155858	ENSMMUG00000052188
ENSG00000155868	ENSMMUG00000010993
ENSG00000155875	ENSMMUG00000018394
ENSG00000155876	ENSMMUG00000018395
ENSG00000155886	ENSMMUG00000020651
ENSG00000155890	ENSMMUG00000021392
ENSG00000155893	ENSMMUG00000019697
ENSG00000155897	ENSMMUG00000010440
ENSG00000155903	ENSMMUG00000009418
ENSG00000155906	ENSMMUG00000018342
ENSG00000155918	ENSMMUG00000003951
ENSG00000155918	ENSMMUG00000029465
ENSG00000155918	ENSMMUG00000029466
ENSG00000155918	ENSMMUG00000053480
ENSG00000155926	ENSMMUG00000010197
ENSG00000155957	ENSMMUG00000016621
ENSG00000155959	ENSMMUG00000015095
ENSG00000155959	ENSMMUG00000042926
ENSG00000155961	ENSMMUG00000059069
ENSG00000155962	ENSMMUG00000061009
ENSG00000155966	ENSMMUG00000000466
ENSG00000155970	ENSMMUG00000017992
ENSG00000155974	ENSMMUG00000016631
ENSG00000155975	ENSMMUG00000044812
ENSG00000155980	ENSMMUG00000011297
ENSG00000156006	ENSMMUG00000021680
ENSG00000156009	ENSMMUG00000046702
ENSG00000156011	ENSMMUG00000016385
ENSG00000156017	ENSMMUG00000010399
ENSG00000156026	ENSMMUG00000020402
ENSG00000156030	ENSMMUG00000004913
ENSG00000156042	ENSMMUG00000011285
ENSG00000156049	ENSMMUG00000019761
ENSG00000156050	ENSMMUG00000029273
ENSG00000156052	ENSMMUG00000055875
ENSG00000156076	ENSMMUG00000016887
ENSG00000156096	ENSMMUG00000000337
ENSG00000156096	ENSMMUG00000014773
ENSG00000156097	ENSMMUG00000058297
ENSG00000156103	ENSMMUG00000013193
ENSG00000156110	ENSMMUG00000022237
ENSG00000156113	ENSMMUG00000018390
ENSG00000156127	ENSMMUG00000003834
ENSG00000156136	ENSMMUG00000030280
ENSG00000156140	ENSMMUG00000017977
ENSG00000156150	ENSMMUG00000060619
ENSG00000156162	ENSMMUG00000021113
ENSG00000156170	ENSMMUG00000014802
ENSG00000156172	ENSMMUG00000016496
ENSG00000156194	ENSMMUG00000015716
ENSG00000156206	ENSMMUG00000021143
ENSG00000156218	ENSMMUG00000013670
ENSG00000156219	ENSMMUG00000020907
ENSG00000156222	ENSMMUG00000016772
ENSG00000156232	ENSMMUG00000003498
ENSG00000156234	ENSMMUG00000023186
ENSG00000156239	ENSMMUG00000061034
ENSG00000156253	ENSMMUG00000030454
ENSG00000156256	ENSMMUG00000003020
ENSG00000156261	ENSMMUG00000003023
ENSG00000156265	ENSMMUG00000061208
ENSG00000156269	ENSMMUG00000021988
ENSG00000156273	ENSMMUG00000011095
ENSG00000156284	ENSMMUG00000014974
ENSG00000156298	ENSMMUG00000006876
ENSG00000156299	ENSMMUG00000019571
ENSG00000156304	ENSMMUG00000001712
ENSG00000156313	ENSMMUG00000013491
ENSG00000156313	ENSMMUG00000059272
ENSG00000156345	ENSMMUG00000010438
ENSG00000156374	ENSMMUG00000008873
ENSG00000156381	ENSMMUG00000016889
ENSG00000156384	ENSMMUG00000044990
ENSG00000156395	ENSMMUG00000003610
ENSG00000156411	ENSMMUG00000004915
ENSG00000156414	ENSMMUG00000006243
ENSG00000156427	ENSMMUG00000019401
ENSG00000156453	ENSMMUG00000008710
ENSG00000156463	ENSMMUG00000018386
ENSG00000156466	ENSMMUG00000065198
ENSG00000156467	ENSMMUG00000008804
ENSG00000156469	ENSMMUG00000008808
ENSG00000156471	ENSMMUG00000000573
ENSG00000156475	ENSMMUG00000020465
ENSG00000156482	ENSMMUG00000020073
ENSG00000156486	ENSMMUG00000056926
ENSG00000156500	ENSMMUG00000060537
ENSG00000156502	ENSMMUG00000052636
ENSG00000156504	ENSMMUG00000016948
ENSG00000156508	ENSMMUG00000004852
ENSG00000156510	ENSMMUG00000003849
ENSG00000156515	ENSMMUG00000015302
ENSG00000156521	ENSMMUG00000006391
ENSG00000156531	ENSMMUG00000007997
ENSG00000156535	ENSMMUG00000017806
ENSG00000156564	ENSMMUG00000012572
ENSG00000156574	ENSMMUG00000023171
ENSG00000156575	ENSMMUG00000017814
ENSG00000156587	ENSMMUG00000001332
ENSG00000156599	ENSMMUG00000002563
ENSG00000156603	ENSMMUG00000002562
ENSG00000156639	ENSMMUG00000001632
ENSG00000156642	ENSMMUG00000009869
ENSG00000156650	ENSMMUG00000023488
ENSG00000156671	ENSMMUG00000008690
ENSG00000156675	ENSMMUG00000063888
ENSG00000156687	ENSMMUG00000010638
ENSG00000156697	ENSMMUG00000020700
ENSG00000156709	ENSMMUG00000004954
ENSG00000156711	ENSMMUG00000005903
ENSG00000156735	ENSMMUG00000013775
ENSG00000156738	ENSMMUG00000001260
ENSG00000156795	ENSMMUG00000028923
ENSG00000156802	ENSMMUG00000020467
ENSG00000156804	ENSMMUG00000023778
ENSG00000156831	ENSMMUG00000003542
ENSG00000156853	ENSMMUG00000001121
ENSG00000156858	ENSMMUG00000013296
ENSG00000156860	ENSMMUG00000005625
ENSG00000156869	ENSMMUG00000016388
ENSG00000156873	ENSMMUG00000020878
ENSG00000156875	ENSMMUG00000000931
ENSG00000156876	ENSMMUG00000004240
ENSG00000156885	ENSMMUG00000058046
ENSG00000156920	ENSMMUG00000044975
ENSG00000156925	ENSMMUG00000002023
ENSG00000156928	ENSMMUG00000061041
ENSG00000156931	ENSMMUG00000000425
ENSG00000156958	ENSMMUG00000009839
ENSG00000156959	ENSMMUG00000063958
ENSG00000156966	ENSMMUG00000011777
ENSG00000156968	ENSMMUG00000020056
ENSG00000156968	ENSMMUG00000052592
ENSG00000156970	ENSMMUG00000016686
ENSG00000156973	ENSMMUG00000064885
ENSG00000156976	ENSMMUG00000003702
ENSG00000156983	ENSMMUG00000006116
ENSG00000156990	ENSMMUG00000010628
ENSG00000157005	ENSMMUG00000000850
ENSG00000157014	ENSMMUG00000019933
ENSG00000157017	ENSMMUG00000065159
ENSG00000157020	ENSMMUG00000019936
ENSG00000157036	ENSMMUG00000018792
ENSG00000157045	ENSMMUG00000002989
ENSG00000157060	ENSMMUG00000015081
ENSG00000157064	ENSMMUG00000001481
ENSG00000157077	ENSMMUG00000014327
ENSG00000157087	ENSMMUG00000019938
ENSG00000157093	ENSMMUG00000017576
ENSG00000157103	ENSMMUG00000005917
ENSG00000157106	ENSMMUG00000022441
ENSG00000157107	ENSMMUG00000015422
ENSG00000157110	ENSMMUG00000000458
ENSG00000157111	ENSMMUG00000015433
ENSG00000157119	ENSMMUG00000021244
ENSG00000157131	ENSMMUG00000022992
ENSG00000157150	ENSMMUG00000001127
ENSG00000157152	ENSMMUG00000001120
ENSG00000157168	ENSMMUG00000000208
ENSG00000157181	ENSMMUG00000009085
ENSG00000157184	ENSMMUG00000007606
ENSG00000157191	ENSMMUG00000019940
ENSG00000157193	ENSMMUG00000007612
ENSG00000157211	ENSMMUG00000015947
ENSG00000157212	ENSMMUG00000006331
ENSG00000157214	ENSMMUG00000023653
ENSG00000157216	ENSMMUG00000020976
ENSG00000157219	ENSMMUG00000013084
ENSG00000157224	ENSMMUG00000023657
ENSG00000157227	ENSMMUG00000013665
ENSG00000157259	ENSMMUG00000010104
ENSG00000157303	ENSMMUG00000053320
ENSG00000157315	ENSMMUG00000016634
ENSG00000157322	ENSMMUG00000009424
ENSG00000157326	ENSMMUG00000007465
ENSG00000157330	ENSMMUG00000021870
ENSG00000157335	ENSMMUG00000009424
ENSG00000157343	ENSMMUG00000059809
ENSG00000157349	ENSMMUG00000020316
ENSG00000157350	ENSMMUG00000057933
ENSG00000157353	ENSMMUG00000003174
ENSG00000157368	ENSMMUG00000020415
ENSG00000157379	ENSMMUG00000010051
ENSG00000157388	ENSMMUG00000019262
ENSG00000157399	ENSMMUG00000004985
ENSG00000157404	ENSMMUG00000060342
ENSG00000157423	ENSMMUG00000005805
ENSG00000157426	ENSMMUG00000016360
ENSG00000157429	ENSMMUG00000008408
ENSG00000157445	ENSMMUG00000047365
ENSG00000157450	ENSMMUG00000013089
ENSG00000157456	ENSMMUG00000029628
ENSG00000157470	ENSMMUG00000016390
ENSG00000157483	ENSMMUG00000012933
ENSG00000157500	ENSMMUG00000039085
ENSG00000157502	ENSMMUG00000023324
ENSG00000157510	ENSMMUG00000021660
ENSG00000157514	ENSMMUG00000057348
ENSG00000157538	ENSMMUG00000006962
ENSG00000157540	ENSMMUG00000018131
ENSG00000157542	ENSMMUG00000018136
ENSG00000157551	ENSMMUG00000056855
ENSG00000157554	ENSMMUG00000010296
ENSG00000157557	ENSMMUG00000009063
ENSG00000157570	ENSMMUG00000000368
ENSG00000157578	ENSMMUG00000010407
ENSG00000157593	ENSMMUG00000022687
ENSG00000157600	ENSMMUG00000022822
ENSG00000157601	ENSMMUG00000015329
ENSG00000157613	ENSMMUG00000018571
ENSG00000157617	ENSMMUG00000007030
ENSG00000157625	ENSMMUG00000013981
ENSG00000157637	ENSMMUG00000003292
ENSG00000157653	ENSMMUG00000062461
ENSG00000157654	ENSMMUG00000002361
ENSG00000157657	ENSMMUG00000008557
ENSG00000157680	ENSMMUG00000016831
ENSG00000157693	ENSMMUG00000041316
ENSG00000157703	ENSMMUG00000021676
ENSG00000157734	ENSMMUG00000021122
ENSG00000157741	ENSMMUG00000002277
ENSG00000157764	ENSMMUG00000042793
ENSG00000157765	ENSMMUG00000021135
ENSG00000157766	ENSMMUG00000000554
ENSG00000157778	ENSMMUG00000013083
ENSG00000157782	ENSMMUG00000002536
ENSG00000157796	ENSMMUG00000002756
ENSG00000157800	ENSMMUG00000015870
ENSG00000157827	ENSMMUG00000031452
ENSG00000157833	ENSMMUG00000004378
ENSG00000157837	ENSMMUG00000020650
ENSG00000157851	ENSMMUG00000019731
ENSG00000157856	ENSMMUG00000014287
ENSG00000157869	ENSMMUG00000022025
ENSG00000157870	ENSMMUG00000012380
ENSG00000157873	ENSMMUG00000016329
ENSG00000157881	ENSMMUG00000014686
ENSG00000157884	ENSMMUG00000014297
ENSG00000157890	ENSMMUG00000008007
ENSG00000157895	ENSMMUG00000039520
ENSG00000157911	ENSMMUG00000012348
ENSG00000157916	ENSMMUG00000012346
ENSG00000157927	ENSMMUG00000011232
ENSG00000157933	ENSMMUG00000010280
ENSG00000157954	ENSMMUG00000007045
ENSG00000157978	ENSMMUG00000051142
ENSG00000157985	ENSMMUG00000009346
ENSG00000157992	ENSMMUG00000005095
ENSG00000157999	ENSMMUG00000045015
ENSG00000158006	ENSMMUG00000000655
ENSG00000158008	ENSMMUG00000061744
ENSG00000158014	ENSMMUG00000012328
ENSG00000158019	ENSMMUG00000014461
ENSG00000158022	ENSMMUG00000009452
ENSG00000158042	ENSMMUG00000004544
ENSG00000158050	ENSMMUG00000049314
ENSG00000158055	ENSMMUG00000004463
ENSG00000158062	ENSMMUG00000000649
ENSG00000158077	ENSMMUG00000008585
ENSG00000158079	ENSMMUG00000002517
ENSG00000158089	ENSMMUG00000003474
ENSG00000158092	ENSMMUG00000055871
ENSG00000158104	ENSMMUG00000016454
ENSG00000158106	ENSMMUG00000010939
ENSG00000158109	ENSMMUG00000051929
ENSG00000158113	ENSMMUG00000012844
ENSG00000158122	ENSMMUG00000008295
ENSG00000158125	ENSMMUG00000000561
ENSG00000158156	ENSMMUG00000054886
ENSG00000158158	ENSMMUG00000007590
ENSG00000158161	ENSMMUG00000012965
ENSG00000158163	ENSMMUG00000013269
ENSG00000158169	ENSMMUG00000008299
ENSG00000158186	ENSMMUG00000041198
ENSG00000158195	ENSMMUG00000018221
ENSG00000158201	ENSMMUG00000004382
ENSG00000158220	ENSMMUG00000007757
ENSG00000158234	ENSMMUG00000008664
ENSG00000158246	ENSMMUG00000015115
ENSG00000158258	ENSMMUG00000003169
ENSG00000158270	ENSMMUG00000004663
ENSG00000158286	ENSMMUG00000038166
ENSG00000158290	ENSMMUG00000009037
ENSG00000158292	ENSMMUG00000057977
ENSG00000158296	ENSMMUG00000016924
ENSG00000158301	ENSMMUG00000009970
ENSG00000158315	ENSMMUG00000032188
ENSG00000158321	ENSMMUG00000017675
ENSG00000158352	ENSMMUG00000000378
ENSG00000158373	ENSMMUG00000041727
ENSG00000158402	ENSMMUG00000009025
ENSG00000158406	ENSMMUG00000065238
ENSG00000158411	ENSMMUG00000000572
ENSG00000158417	ENSMMUG00000018946
ENSG00000158423	ENSMMUG00000009295
ENSG00000158427	ENSMMUG00000059829
ENSG00000158428	ENSMMUG00000031218
ENSG00000158435	ENSMMUG00000001147
ENSG00000158445	ENSMMUG00000006442
ENSG00000158457	ENSMMUG00000012109
ENSG00000158458	ENSMMUG00000010301
ENSG00000158467	ENSMMUG00000019358
ENSG00000158470	ENSMMUG00000002124
ENSG00000158473	ENSMMUG00000020156
ENSG00000158477	ENSMMUG00000062253
ENSG00000158480	ENSMMUG00000000740
ENSG00000158481	ENSMMUG00000010626
ENSG00000158485	ENSMMUG00000016783
ENSG00000158486	ENSMMUG00000016753
ENSG00000158488	ENSMMUG00000016784
