ENSG00000000003	ENSPTRG00000022087
ENSG00000158748	ENSPTRG00000000271
ENSG00000158764	ENSPTRG00000001563
ENSG00000158769	ENSPTRG00000001564
ENSG00000158773	ENSPTRG00000001565
ENSG00000158786	ENSPTRG00000000280
ENSG00000158792	ENSPTRG00000008486
ENSG00000158793	ENSPTRG00000001570
ENSG00000158796	ENSPTRG00000001571
ENSG00000158805	ENSPTRG00000008487
ENSG00000158806	ENSPTRG00000020045
ENSG00000158813	ENSPTRG00000021988
ENSG00000158815	ENSPTRG00000020046
ENSG00000158816	ENSPTRG00000000286
ENSG00000158825	ENSPTRG00000000290
ENSG00000158828	ENSPTRG00000000291
ENSG00000158850	ENSPTRG00000001575
ENSG00000158856	ENSPTRG00000020047
ENSG00000158859	ENSPTRG00000001576
ENSG00000158863	ENSPTRG00000020048
ENSG00000158864	ENSPTRG00000001577
ENSG00000158865	ENSPTRG00000007899
ENSG00000158869	ENSPTRG00000001579
ENSG00000158874	ENSPTRG00000001580
ENSG00000158882	ENSPTRG00000001581
ENSG00000158887	ENSPTRG00000001584
ENSG00000158901	ENSPTRG00000013553
ENSG00000158941	ENSPTRG00000020065
ENSG00000158955	ENSPTRG00000009322
ENSG00000158955	ENSPTRG00000050478
ENSG00000158966	ENSPTRG00000000823
ENSG00000158985	ENSPTRG00000017208
ENSG00000158987	ENSPTRG00000017209
ENSG00000159023	ENSPTRG00000000442
ENSG00000159055	ENSPTRG00000013850
ENSG00000159063	ENSPTRG00000004112
ENSG00000159069	ENSPTRG00000021579
ENSG00000159079	ENSPTRG00000013857
ENSG00000159082	ENSPTRG00000023787
ENSG00000159082	ENSPTRG00000048135
ENSG00000159086	ENSPTRG00000013861
ENSG00000159086	ENSPTRG00000043084
ENSG00000159110	ENSPTRG00000013865
ENSG00000159110	ENSPTRG00000050391
ENSG00000159111	ENSPTRG00000009337
ENSG00000159128	ENSPTRG00000013868
ENSG00000159128	ENSPTRG00000046273
ENSG00000159131	ENSPTRG00000013871
ENSG00000159131	ENSPTRG00000044236
ENSG00000159140	ENSPTRG00000013872
ENSG00000159140	ENSPTRG00000050558
ENSG00000159140	ENSPTRG00000052356
ENSG00000159147	ENSPTRG00000034273
ENSG00000159147	ENSPTRG00000044485
ENSG00000159164	ENSPTRG00000001242
ENSG00000159166	ENSPTRG00000001833
ENSG00000159167	ENSPTRG00000020083
ENSG00000159173	ENSPTRG00000001834
ENSG00000159176	ENSPTRG00000001836
ENSG00000159182	ENSPTRG00000009359
ENSG00000159184	ENSPTRG00000009360
ENSG00000159189	ENSPTRG00000000319
ENSG00000159197	ENSPTRG00000031433
ENSG00000159199	ENSPTRG00000009364
ENSG00000159200	ENSPTRG00000013881
ENSG00000159202	ENSPTRG00000009365
ENSG00000159208	ENSPTRG00000001252
ENSG00000159210	ENSPTRG00000051067
ENSG00000159212	ENSPTRG00000013882
ENSG00000159214	ENSPTRG00000000650
ENSG00000159216	ENSPTRG00000013883
ENSG00000159217	ENSPTRG00000009368
ENSG00000159224	ENSPTRG00000009367
ENSG00000159228	ENSPTRG00000013886
ENSG00000159231	ENSPTRG00000032586
ENSG00000159248	ENSPTRG00000006889
ENSG00000159251	ENSPTRG00000006890
ENSG00000159256	ENSPTRG00000013890
ENSG00000159259	ENSPTRG00000013891
ENSG00000159261	ENSPTRG00000013892
ENSG00000159263	ENSPTRG00000013894
ENSG00000159267	ENSPTRG00000013895
ENSG00000159289	ENSPTRG00000002398
ENSG00000159289	ENSPTRG00000039353
ENSG00000159307	ENSPTRG00000044714
ENSG00000159314	ENSPTRG00000009304
ENSG00000159322	ENSPTRG00000007256
ENSG00000159337	ENSPTRG00000006969
ENSG00000159339	ENSPTRG00000000246
ENSG00000159346	ENSPTRG00000001862
ENSG00000159348	ENSPTRG00000001863
ENSG00000159352	ENSPTRG00000013893
ENSG00000159352	ENSPTRG00000048635
ENSG00000159363	ENSPTRG00000000241
ENSG00000159374	ENSPTRG00000012101
ENSG00000159377	ENSPTRG00000001288
ENSG00000159387	ENSPTRG00000008122
ENSG00000159388	ENSPTRG00000001871
ENSG00000159398	ENSPTRG00000008128
ENSG00000159399	ENSPTRG00000012104
ENSG00000159403	ENSPTRG00000004606
ENSG00000159409	ENSPTRG00000001293
ENSG00000159423	ENSPTRG00000000255
ENSG00000159433	ENSPTRG00000006980
ENSG00000159445	ENSPTRG00000001301
ENSG00000159459	ENSPTRG00000006985
ENSG00000159461	ENSPTRG00000008130
ENSG00000159479	ENSPTRG00000000636
ENSG00000159495	ENSPTRG00000006990
ENSG00000159516	ENSPTRG00000042707
ENSG00000159527	ENSPTRG00000001342
ENSG00000159556	ENSPTRG00000007315
ENSG00000159579	ENSPTRG00000008149
ENSG00000159588	ENSPTRG00000000679
ENSG00000159592	ENSPTRG00000000680
ENSG00000159593	ENSPTRG00000024077
ENSG00000159596	ENSPTRG00000000681
ENSG00000159618	ENSPTRG00000008161
ENSG00000159625	ENSPTRG00000008165
ENSG00000159640	ENSPTRG00000009513
ENSG00000159648	ENSPTRG00000008170
ENSG00000159650	ENSPTRG00000015334
ENSG00000159658	ENSPTRG00000000701
ENSG00000159674	ENSPTRG00000015825
ENSG00000159685	ENSPTRG00000015340
ENSG00000159692	ENSPTRG00000015827
ENSG00000159708	ENSPTRG00000008227
ENSG00000159713	ENSPTRG00000050239
ENSG00000159714	ENSPTRG00000008229
ENSG00000159720	ENSPTRG00000008231
ENSG00000159723	ENSPTRG00000008232
ENSG00000159733	ENSPTRG00000015845
ENSG00000159753	ENSPTRG00000008237
ENSG00000159761	ENSPTRG00000031170
ENSG00000159763	ENSPTRG00000019801
ENSG00000159784	ENSPTRG00000019808
ENSG00000159784	ENSPTRG00000048741
ENSG00000159788	ENSPTRG00000015856
ENSG00000159788	ENSPTRG00000052177
ENSG00000159792	ENSPTRG00000008252
ENSG00000159840	ENSPTRG00000019809
ENSG00000159840	ENSPTRG00000048718
ENSG00000159842	ENSPTRG00000008518
ENSG00000159871	ENSPTRG00000048911
ENSG00000159873	ENSPTRG00000014209
ENSG00000159882	ENSPTRG00000011100
ENSG00000159884	ENSPTRG00000020914
ENSG00000159885	ENSPTRG00000011102
ENSG00000159899	ENSPTRG00000020921
ENSG00000159905	ENSPTRG00000011099
ENSG00000159915	ENSPTRG00000011111
ENSG00000159917	ENSPTRG00000011112
ENSG00000159921	ENSPTRG00000020931
ENSG00000159958	ENSPTRG00000014441
ENSG00000160007	ENSPTRG00000011198
ENSG00000160013	ENSPTRG00000011186
ENSG00000160014	ENSPTRG00000011185
ENSG00000160049	ENSPTRG00000000131
ENSG00000160050	ENSPTRG00000000473
ENSG00000160051	ENSPTRG00000000474
ENSG00000160058	ENSPTRG00000000484
ENSG00000160062	ENSPTRG00000034505
ENSG00000160072	ENSPTRG00000000031
ENSG00000160075	ENSPTRG00000000034
ENSG00000160087	ENSPTRG00000051432
ENSG00000160094	ENSPTRG00000000503
ENSG00000160097	ENSPTRG00000000493
ENSG00000160111	ENSPTRG00000046649
ENSG00000160111	ENSPTRG00000050719
ENSG00000160113	ENSPTRG00000010661
ENSG00000160113	ENSPTRG00000050552
ENSG00000160117	ENSPTRG00000010665
ENSG00000160124	ENSPTRG00000045488
ENSG00000160131	ENSPTRG00000044277
ENSG00000160131	ENSPTRG00000048709
ENSG00000160145	ENSPTRG00000015311
ENSG00000160161	ENSPTRG00000010743
ENSG00000160161	ENSPTRG00000051123
ENSG00000160179	ENSPTRG00000013937
ENSG00000160180	ENSPTRG00000013939
ENSG00000160181	ENSPTRG00000013940
ENSG00000160182	ENSPTRG00000013941
ENSG00000160183	ENSPTRG00000013942
ENSG00000160185	ENSPTRG00000013943
ENSG00000160188	ENSPTRG00000013944
ENSG00000160190	ENSPTRG00000013945
ENSG00000160191	ENSPTRG00000013946
ENSG00000160193	ENSPTRG00000013948
ENSG00000160194	ENSPTRG00000047245
ENSG00000160199	ENSPTRG00000013950
ENSG00000160200	ENSPTRG00000013951
ENSG00000160201	ENSPTRG00000013952
ENSG00000160201	ENSPTRG00000046484
ENSG00000160202	ENSPTRG00000013953
ENSG00000160207	ENSPTRG00000013957
ENSG00000160208	ENSPTRG00000013958
ENSG00000160209	ENSPTRG00000040962
ENSG00000160211	ENSPTRG00000022443
ENSG00000160213	ENSPTRG00000048077
ENSG00000160214	ENSPTRG00000013962
ENSG00000160216	ENSPTRG00000042805
ENSG00000160218	ENSPTRG00000013968
ENSG00000160219	ENSPTRG00000022447
ENSG00000160219	ENSPTRG00000045359
ENSG00000160221	ENSPTRG00000047816
ENSG00000160223	ENSPTRG00000013972
ENSG00000160224	ENSPTRG00000013974
ENSG00000160226	ENSPTRG00000013976
ENSG00000160229	ENSPTRG00000023948
ENSG00000160229	ENSPTRG00000029074
ENSG00000160229	ENSPTRG00000045962
ENSG00000160233	ENSPTRG00000013978
ENSG00000160255	ENSPTRG00000013993
ENSG00000160256	ENSPTRG00000013995
ENSG00000160271	ENSPTRG00000021509
ENSG00000160284	ENSPTRG00000014016
ENSG00000160285	ENSPTRG00000014017
ENSG00000160293	ENSPTRG00000021525
ENSG00000160294	ENSPTRG00000014019
ENSG00000160298	ENSPTRG00000014022
ENSG00000160298	ENSPTRG00000048662
ENSG00000160299	ENSPTRG00000014023
ENSG00000160305	ENSPTRG00000014025
ENSG00000160310	ENSPTRG00000014027
ENSG00000160318	ENSPTRG00000011380
ENSG00000160321	ENSPTRG00000029065
ENSG00000160323	ENSPTRG00000022942
ENSG00000160325	ENSPTRG00000024267
ENSG00000160326	ENSPTRG00000023818
ENSG00000160336	ENSPTRG00000042866
ENSG00000160339	ENSPTRG00000043184
ENSG00000160345	ENSPTRG00000021536
ENSG00000160345	ENSPTRG00000043406
ENSG00000160349	ENSPTRG00000021538
ENSG00000160349	ENSPTRG00000044289
ENSG00000160349	ENSPTRG00000048552
ENSG00000160352	ENSPTRG00000023657
ENSG00000160360	ENSPTRG00000021549
ENSG00000160392	ENSPTRG00000010993
ENSG00000160396	ENSPTRG00000010995
ENSG00000160401	ENSPTRG00000021393
ENSG00000160404	ENSPTRG00000021396
ENSG00000160408	ENSPTRG00000021403
ENSG00000160410	ENSPTRG00000011001
ENSG00000160439	ENSPTRG00000011484
ENSG00000160445	ENSPTRG00000021439
ENSG00000160446	ENSPTRG00000021438
ENSG00000160447	ENSPTRG00000021437
ENSG00000160460	ENSPTRG00000011000
ENSG00000160469	ENSPTRG00000011496
ENSG00000160471	ENSPTRG00000011499
ENSG00000160472	ENSPTRG00000011504
ENSG00000160505	ENSPTRG00000011530
ENSG00000160539	ENSPTRG00000021485
ENSG00000160551	ENSPTRG00000008948
ENSG00000160563	ENSPTRG00000021492
ENSG00000160570	ENSPTRG00000011046
ENSG00000160584	ENSPTRG00000004317
ENSG00000160584	ENSPTRG00000045188
ENSG00000160588	ENSPTRG00000004336
ENSG00000160593	ENSPTRG00000004335
ENSG00000160602	ENSPTRG00000008935
ENSG00000160606	ENSPTRG00000008933
ENSG00000160613	ENSPTRG00000004321
ENSG00000160633	ENSPTRG00000010335
ENSG00000160654	ENSPTRG00000004340
ENSG00000160678	ENSPTRG00000001355
ENSG00000160679	ENSPTRG00000001356
ENSG00000160683	ENSPTRG00000004355
ENSG00000160685	ENSPTRG00000001401
ENSG00000160688	ENSPTRG00000001399
ENSG00000160691	ENSPTRG00000001397
ENSG00000160695	ENSPTRG00000050253
ENSG00000160703	ENSPTRG00000004374
ENSG00000160710	ENSPTRG00000022833
ENSG00000160712	ENSPTRG00000001383
ENSG00000160714	ENSPTRG00000001387
ENSG00000160716	ENSPTRG00000001389
ENSG00000160741	ENSPTRG00000001366
ENSG00000160746	ENSPTRG00000014811
ENSG00000160752	ENSPTRG00000001422
ENSG00000160753	ENSPTRG00000001424
ENSG00000160767	ENSPTRG00000001417
ENSG00000160781	ENSPTRG00000001451
ENSG00000160783	ENSPTRG00000043277
ENSG00000160785	ENSPTRG00000001449
ENSG00000160789	ENSPTRG00000001447
ENSG00000160791	ENSPTRG00000014848
ENSG00000160796	ENSPTRG00000014864
ENSG00000160799	ENSPTRG00000014862
ENSG00000160801	ENSPTRG00000014861
ENSG00000160803	ENSPTRG00000001444
ENSG00000160803	ENSPTRG00000051805
ENSG00000160808	ENSPTRG00000014860
ENSG00000160813	ENSPTRG00000019488
ENSG00000160813	ENSPTRG00000043299
ENSG00000160818	ENSPTRG00000001464
ENSG00000160838	ENSPTRG00000001483
ENSG00000160856	ENSPTRG00000023175
ENSG00000160862	ENSPTRG00000019465
ENSG00000160867	ENSPTRG00000017574
ENSG00000160868	ENSPTRG00000033773
ENSG00000160870	ENSPTRG00000019461
ENSG00000160877	ENSPTRG00000010558
ENSG00000160882	ENSPTRG00000020644
ENSG00000160883	ENSPTRG00000017571
ENSG00000160886	ENSPTRG00000020637
ENSG00000160888	ENSPTRG00000049474
ENSG00000160908	ENSPTRG00000019456
ENSG00000160917	ENSPTRG00000019453
ENSG00000160948	ENSPTRG00000020701
ENSG00000160948	ENSPTRG00000047275
ENSG00000160949	ENSPTRG00000020702
ENSG00000160949	ENSPTRG00000047977
ENSG00000160951	ENSPTRG00000045625
ENSG00000160953	ENSPTRG00000010195
ENSG00000160957	ENSPTRG00000048119
ENSG00000160959	ENSPTRG00000020711
ENSG00000160961	ENSPTRG00000010599
ENSG00000160961	ENSPTRG00000050695
ENSG00000160963	ENSPTRG00000046924
ENSG00000160963	ENSPTRG00000050773
ENSG00000160972	ENSPTRG00000022949
ENSG00000160973	ENSPTRG00000020706
ENSG00000160973	ENSPTRG00000043343
ENSG00000160991	ENSPTRG00000019537
ENSG00000160991	ENSPTRG00000050472
ENSG00000160993	ENSPTRG00000019538
ENSG00000160993	ENSPTRG00000045709
ENSG00000160994	ENSPTRG00000010610
ENSG00000160999	ENSPTRG00000019534
ENSG00000160999	ENSPTRG00000044826
ENSG00000160999	ENSPTRG00000047764
ENSG00000160999	ENSPTRG00000051452
ENSG00000161010	ENSPTRG00000017627
ENSG00000161011	ENSPTRG00000017626
ENSG00000161013	ENSPTRG00000017625
ENSG00000161016	ENSPTRG00000020716
ENSG00000161021	ENSPTRG00000033932
ENSG00000161031	ENSPTRG00000010624
ENSG00000161036	ENSPTRG00000019539
ENSG00000161036	ENSPTRG00000045731
ENSG00000161040	ENSPTRG00000019544
ENSG00000161048	ENSPTRG00000019547
ENSG00000161055	ENSPTRG00000041205
ENSG00000161057	ENSPTRG00000019553
ENSG00000161082	ENSPTRG00000010259
ENSG00000161091	ENSPTRG00000010267
ENSG00000161179	ENSPTRG00000014115
ENSG00000161180	ENSPTRG00000014116
ENSG00000161202	ENSPTRG00000015681
ENSG00000161203	ENSPTRG00000015682
ENSG00000161204	ENSPTRG00000015683
ENSG00000161217	ENSPTRG00000049191
ENSG00000161243	ENSPTRG00000010950
ENSG00000161249	ENSPTRG00000044199
ENSG00000161265	ENSPTRG00000010860
ENSG00000161267	ENSPTRG00000015794
ENSG00000161270	ENSPTRG00000010869
ENSG00000161277	ENSPTRG00000043943
ENSG00000161281	ENSPTRG00000010888
ENSG00000161298	ENSPTRG00000010898
ENSG00000161328	ENSPTRG00000003120
ENSG00000161381	ENSPTRG00000009083
ENSG00000161395	ENSPTRG00000009099
ENSG00000161405	ENSPTRG00000009103
ENSG00000161509	ENSPTRG00000009619
ENSG00000161513	ENSPTRG00000009620
ENSG00000161526	ENSPTRG00000009652
ENSG00000161533	ENSPTRG00000009665
ENSG00000161542	ENSPTRG00000009678
ENSG00000161544	ENSPTRG00000033861
ENSG00000161547	ENSPTRG00000009692
ENSG00000161551	ENSPTRG00000011398
ENSG00000161558	ENSPTRG00000011232
ENSG00000161594	ENSPTRG00000009182
ENSG00000161609	ENSPTRG00000011293
ENSG00000161610	ENSPTRG00000009196
ENSG00000161618	ENSPTRG00000011296
ENSG00000161634	ENSPTRG00000005046
ENSG00000161638	ENSPTRG00000005040
ENSG00000161640	ENSPTRG00000011329
ENSG00000161642	ENSPTRG00000005039
ENSG00000161643	ENSPTRG00000011328
ENSG00000161647	ENSPTRG00000009252
ENSG00000161649	ENSPTRG00000009253
ENSG00000161652	ENSPTRG00000011332
ENSG00000161653	ENSPTRG00000009259
ENSG00000161654	ENSPTRG00000009261
ENSG00000161664	ENSPTRG00000009265
ENSG00000161671	ENSPTRG00000011343
ENSG00000161677	ENSPTRG00000011345
ENSG00000161681	ENSPTRG00000034072
ENSG00000161682	ENSPTRG00000009274
ENSG00000161692	ENSPTRG00000009283
ENSG00000161714	ENSPTRG00000052044
ENSG00000161791	ENSPTRG00000004913
ENSG00000161798	ENSPTRG00000004919
ENSG00000161800	ENSPTRG00000004921
ENSG00000161807	ENSPTRG00000044391
ENSG00000161813	ENSPTRG00000004935
ENSG00000161835	ENSPTRG00000004965
ENSG00000161847	ENSPTRG00000010466
ENSG00000161849	ENSPTRG00000004975
ENSG00000161850	ENSPTRG00000004976
ENSG00000161860	ENSPTRG00000010549
ENSG00000161888	ENSPTRG00000010491
ENSG00000161896	ENSPTRG00000018056
ENSG00000161904	ENSPTRG00000018057
ENSG00000161905	ENSPTRG00000008597
ENSG00000161911	ENSPTRG00000018148
ENSG00000161914	ENSPTRG00000010507
ENSG00000161920	ENSPTRG00000008602
ENSG00000161921	ENSPTRG00000008603
ENSG00000161929	ENSPTRG00000008626
ENSG00000161940	ENSPTRG00000008656
ENSG00000161944	ENSPTRG00000008661
ENSG00000161955	ENSPTRG00000008692
ENSG00000161956	ENSPTRG00000008693
ENSG00000161958	ENSPTRG00000050130
ENSG00000161960	ENSPTRG00000008694
ENSG00000161970	ENSPTRG00000008742
ENSG00000161973	ENSPTRG00000008747
ENSG00000161980	ENSPTRG00000007525
ENSG00000161981	ENSPTRG00000007526
ENSG00000161992	ENSPTRG00000007544
ENSG00000161996	ENSPTRG00000007549
ENSG00000161999	ENSPTRG00000045228
ENSG00000162004	ENSPTRG00000044934
ENSG00000162006	ENSPTRG00000007564
ENSG00000162009	ENSPTRG00000044619
ENSG00000162032	ENSPTRG00000007608
ENSG00000162039	ENSPTRG00000007612
ENSG00000162040	ENSPTRG00000049595
ENSG00000162062	ENSPTRG00000007650
ENSG00000162063	ENSPTRG00000007649
ENSG00000162065	ENSPTRG00000007652
ENSG00000162066	ENSPTRG00000007654
ENSG00000162068	ENSPTRG00000007651
ENSG00000162069	ENSPTRG00000007681
ENSG00000162069	ENSPTRG00000046917
ENSG00000162073	ENSPTRG00000040616
ENSG00000162076	ENSPTRG00000007670
ENSG00000162078	ENSPTRG00000047203
ENSG00000162086	ENSPTRG00000007694
ENSG00000162104	ENSPTRG00000007711
ENSG00000162105	ENSPTRG00000004007
ENSG00000162129	ENSPTRG00000004035
ENSG00000162139	ENSPTRG00000043132
ENSG00000162144	ENSPTRG00000003739
ENSG00000162148	ENSPTRG00000003744
ENSG00000162174	ENSPTRG00000003764
ENSG00000162188	ENSPTRG00000003783
ENSG00000162191	ENSPTRG00000003780
ENSG00000162194	ENSPTRG00000049492
ENSG00000162222	ENSPTRG00000023824
ENSG00000162227	ENSPTRG00000003787
ENSG00000162231	ENSPTRG00000003791
ENSG00000162236	ENSPTRG00000003792
ENSG00000162241	ENSPTRG00000003874
ENSG00000162244	ENSPTRG00000043237
ENSG00000162267	ENSPTRG00000015015
ENSG00000162298	ENSPTRG00000003868
ENSG00000162300	ENSPTRG00000003861
ENSG00000162302	ENSPTRG00000003839
ENSG00000162302	ENSPTRG00000050834
ENSG00000162337	ENSPTRG00000003983
ENSG00000162341	ENSPTRG00000003992
ENSG00000162344	ENSPTRG00000003998
ENSG00000162366	ENSPTRG00000000709
ENSG00000162367	ENSPTRG00000051380
ENSG00000162368	ENSPTRG00000000712
ENSG00000162373	ENSPTRG00000000721
ENSG00000162374	ENSPTRG00000000723
ENSG00000162377	ENSPTRG00000000745
ENSG00000162378	ENSPTRG00000000746
ENSG00000162383	ENSPTRG00000000750
ENSG00000162384	ENSPTRG00000000752
ENSG00000162385	ENSPTRG00000000753
ENSG00000162390	ENSPTRG00000000771
ENSG00000162391	ENSPTRG00000000772
ENSG00000162396	ENSPTRG00000000776
ENSG00000162398	ENSPTRG00000000778
ENSG00000162399	ENSPTRG00000000782
ENSG00000162402	ENSPTRG00000000784
ENSG00000162407	ENSPTRG00000000787
ENSG00000162408	ENSPTRG00000000089
ENSG00000162409	ENSPTRG00000000788
ENSG00000162413	ENSPTRG00000000091
ENSG00000162415	ENSPTRG00000000669
ENSG00000162419	ENSPTRG00000000438
ENSG00000162426	ENSPTRG00000000104
ENSG00000162430	ENSPTRG00000022721
ENSG00000162433	ENSPTRG00000000827
ENSG00000162434	ENSPTRG00000000825
ENSG00000162437	ENSPTRG00000000824
ENSG00000162438	ENSPTRG00000000197
ENSG00000162441	ENSPTRG00000044719
ENSG00000162444	ENSPTRG00000000125
ENSG00000162456	ENSPTRG00000048945
ENSG00000162458	ENSPTRG00000000208
ENSG00000162460	ENSPTRG00000000207
ENSG00000162461	ENSPTRG00000000206
ENSG00000162482	ENSPTRG00000000264
ENSG00000162490	ENSPTRG00000000150
ENSG00000162493	ENSPTRG00000000184
ENSG00000162494	ENSPTRG00000000182
ENSG00000162496	ENSPTRG00000000167
ENSG00000162510	ENSPTRG00000000449
ENSG00000162511	ENSPTRG00000000450
ENSG00000162512	ENSPTRG00000000451
ENSG00000162517	ENSPTRG00000000463
ENSG00000162520	ENSPTRG00000000489
ENSG00000162521	ENSPTRG00000050153
ENSG00000162522	ENSPTRG00000000490
ENSG00000162526	ENSPTRG00000000483
ENSG00000162542	ENSPTRG00000000272
ENSG00000162543	ENSPTRG00000045494
ENSG00000162545	ENSPTRG00000000287
ENSG00000162551	ENSPTRG00000000302
ENSG00000162552	ENSPTRG00000052708
ENSG00000162571	ENSPTRG00000000008
ENSG00000162572	ENSPTRG00000000017
ENSG00000162576	ENSPTRG00000045448
ENSG00000162585	ENSPTRG00000000044
ENSG00000162591	ENSPTRG00000045016
ENSG00000162592	ENSPTRG00000000067
ENSG00000162594	ENSPTRG00000000839
ENSG00000162595	ENSPTRG00000046970
ENSG00000162598	ENSPTRG00000000801
ENSG00000162599	ENSPTRG00000000802
ENSG00000162600	ENSPTRG00000049936
ENSG00000162601	ENSPTRG00000000796
ENSG00000162604	ENSPTRG00000000803
ENSG00000162607	ENSPTRG00000000810
ENSG00000162614	ENSPTRG00000000886
ENSG00000162616	ENSPTRG00000000889
ENSG00000162618	ENSPTRG00000000894
ENSG00000162620	ENSPTRG00000022606
ENSG00000162621	ENSPTRG00000000862
ENSG00000162623	ENSPTRG00000000867
ENSG00000162624	ENSPTRG00000000868
ENSG00000162627	ENSPTRG00000000992
ENSG00000162630	ENSPTRG00000043561
ENSG00000162631	ENSPTRG00000001023
ENSG00000162636	ENSPTRG00000001030
ENSG00000162639	ENSPTRG00000001031
ENSG00000162641	ENSPTRG00000001036
ENSG00000162642	ENSPTRG00000000913
ENSG00000162643	ENSPTRG00000000910
ENSG00000162645	ENSPTRG00000000937
ENSG00000162650	ENSPTRG00000001051
ENSG00000162654	ENSPTRG00000000938
ENSG00000162664	ENSPTRG00000000945
ENSG00000162669	ENSPTRG00000000948
ENSG00000162670	ENSPTRG00000001788
ENSG00000162676	ENSPTRG00000043053
ENSG00000162687	ENSPTRG00000001798
ENSG00000162688	ENSPTRG00000000997
ENSG00000162692	ENSPTRG00000001009
ENSG00000162694	ENSPTRG00000001010
ENSG00000162695	ENSPTRG00000001011
ENSG00000162704	ENSPTRG00000001767
ENSG00000162706	ENSPTRG00000001520
ENSG00000162711	ENSPTRG00000002198
ENSG00000162714	ENSPTRG00000002197
ENSG00000162722	ENSPTRG00000002209
ENSG00000162723	ENSPTRG00000001535
ENSG00000162727	ENSPTRG00000046995
ENSG00000162728	ENSPTRG00000001538
ENSG00000162729	ENSPTRG00000001539
ENSG00000162733	ENSPTRG00000001603
ENSG00000162734	ENSPTRG00000001545
ENSG00000162735	ENSPTRG00000001548
ENSG00000162736	ENSPTRG00000001550
ENSG00000162738	ENSPTRG00000001552
ENSG00000162739	ENSPTRG00000001554
ENSG00000162745	ENSPTRG00000001597
ENSG00000162746	ENSPTRG00000001593
ENSG00000162747	ENSPTRG00000001590
ENSG00000162747	ENSPTRG00000049962
ENSG00000162753	ENSPTRG00000001694
ENSG00000162755	ENSPTRG00000001568
ENSG00000162757	ENSPTRG00000001940
ENSG00000162761	ENSPTRG00000001612
ENSG00000162763	ENSPTRG00000001614
ENSG00000162769	ENSPTRG00000001968
ENSG00000162771	ENSPTRG00000001964
ENSG00000162772	ENSPTRG00000001962
ENSG00000162775	ENSPTRG00000001074
ENSG00000162777	ENSPTRG00000001090
ENSG00000162779	ENSPTRG00000001729
ENSG00000162782	ENSPTRG00000001732
ENSG00000162783	ENSPTRG00000030269
ENSG00000162804	ENSPTRG00000013115
ENSG00000162813	ENSPTRG00000001996
ENSG00000162814	ENSPTRG00000001988
ENSG00000162817	ENSPTRG00000047775
ENSG00000162819	ENSPTRG00000002012
ENSG00000162836	ENSPTRG00000001223
ENSG00000162843	ENSPTRG00000002166
ENSG00000162849	ENSPTRG00000002185
ENSG00000162851	ENSPTRG00000002188
ENSG00000162852	ENSPTRG00000002189
ENSG00000162869	ENSPTRG00000011910
ENSG00000162873	ENSPTRG00000001898
ENSG00000162877	ENSPTRG00000001907
ENSG00000162877	ENSPTRG00000042872
ENSG00000162878	ENSPTRG00000011862
ENSG00000162881	ENSPTRG00000011868
ENSG00000162882	ENSPTRG00000046058
ENSG00000162885	ENSPTRG00000002132
ENSG00000162889	ENSPTRG00000001915
ENSG00000162891	ENSPTRG00000001918
ENSG00000162892	ENSPTRG00000001919
ENSG00000162894	ENSPTRG00000001920
ENSG00000162896	ENSPTRG00000001921
ENSG00000162897	ENSPTRG00000001922
ENSG00000162909	ENSPTRG00000002016
ENSG00000162909	ENSPTRG00000048164
ENSG00000162910	ENSPTRG00000002068
ENSG00000162923	ENSPTRG00000002026
ENSG00000162924	ENSPTRG00000011949
ENSG00000162927	ENSPTRG00000011951
ENSG00000162928	ENSPTRG00000011952
ENSG00000162929	ENSPTRG00000011954
ENSG00000162931	ENSPTRG00000002076
ENSG00000162944	ENSPTRG00000012776
ENSG00000162946	ENSPTRG00000002112
ENSG00000162949	ENSPTRG00000011802
ENSG00000162951	ENSPTRG00000012118
ENSG00000162959	ENSPTRG00000052017
ENSG00000162961	ENSPTRG00000011811
ENSG00000162971	ENSPTRG00000012783
ENSG00000162972	ENSPTRG00000012784
ENSG00000162975	ENSPTRG00000030563
ENSG00000162976	ENSPTRG00000011657
ENSG00000162980	ENSPTRG00000050968
ENSG00000162981	ENSPTRG00000046886
ENSG00000162989	ENSPTRG00000012547
ENSG00000162994	ENSPTRG00000011927
ENSG00000162998	ENSPTRG00000012708
ENSG00000162999	ENSPTRG00000052061
ENSG00000163001	ENSPTRG00000011932
ENSG00000163002	ENSPTRG00000012711
ENSG00000163006	ENSPTRG00000012333
ENSG00000163012	ENSPTRG00000012721
ENSG00000163013	ENSPTRG00000012061
ENSG00000163017	ENSPTRG00000047394
ENSG00000163026	ENSPTRG00000011707
ENSG00000163029	ENSPTRG00000011677
ENSG00000163032	ENSPTRG00000011675
ENSG00000163040	ENSPTRG00000012471
ENSG00000163040	ENSPTRG00000049856
ENSG00000163041	ENSPTRG00000043737
ENSG00000163046	ENSPTRG00000044819
ENSG00000163046	ENSPTRG00000045762
ENSG00000163050	ENSPTRG00000033741
ENSG00000163053	ENSPTRG00000013007
ENSG00000163060	ENSPTRG00000046768
ENSG00000163064	ENSPTRG00000016137
ENSG00000163069	ENSPTRG00000016053
ENSG00000163071	ENSPTRG00000016054
ENSG00000163072	ENSPTRG00000012604
ENSG00000163075	ENSPTRG00000012404
ENSG00000163082	ENSPTRG00000012972
