ENSG00000000003	ENSPPYG00000020538
ENSG00000149091	ENSPPYG00000003323
ENSG00000149100	ENSPPYG00000038184
ENSG00000149115	ENSPPYG00000003279
ENSG00000149124	ENSPPYG00000003245
ENSG00000149131	ENSPPYG00000003268
ENSG00000149136	ENSPPYG00000003278
ENSG00000149150	ENSPPYG00000003273
ENSG00000149177	ENSPPYG00000040803
ENSG00000149179	ENSPPYG00000003314
ENSG00000149182	ENSPPYG00000003313
ENSG00000149187	ENSPPYG00000003302
ENSG00000149196	ENSPPYG00000003746
ENSG00000149201	ENSPPYG00000003747
ENSG00000149212	ENSPPYG00000003788
ENSG00000149218	ENSPPYG00000040533
ENSG00000149231	ENSPPYG00000003795
ENSG00000149243	ENSPPYG00000003689
ENSG00000149256	ENSPPYG00000003726
ENSG00000149257	ENSPPYG00000003691
ENSG00000149260	ENSPPYG00000003705
ENSG00000149262	ENSPPYG00000003715
ENSG00000149269	ENSPPYG00000003708
ENSG00000149273	ENSPPYG00000037065
ENSG00000149273	ENSPPYG00000038045
ENSG00000149289	ENSPPYG00000003851
ENSG00000149292	ENSPPYG00000003884
ENSG00000149294	ENSPPYG00000003883
ENSG00000149295	ENSPPYG00000003885
ENSG00000149300	ENSPPYG00000041167
ENSG00000149305	ENSPPYG00000003889
ENSG00000149308	ENSPPYG00000003844
ENSG00000149311	ENSPPYG00000003845
ENSG00000149313	ENSPPYG00000003831
ENSG00000149328	ENSPPYG00000004083
ENSG00000149346	ENSPPYG00000033814
ENSG00000149357	ENSPPYG00000003645
ENSG00000149380	ENSPPYG00000003673
ENSG00000149403	ENSPPYG00000003977
ENSG00000149418	ENSPPYG00000004066
ENSG00000149428	ENSPPYG00000003951
ENSG00000149451	ENSPPYG00000010816
ENSG00000149452	ENSPPYG00000003137
ENSG00000149474	ENSPPYG00000010733
ENSG00000149476	ENSPPYG00000003192
ENSG00000149480	ENSPPYG00000003161
ENSG00000149483	ENSPPYG00000003190
ENSG00000149485	ENSPPYG00000003178
ENSG00000149488	ENSPPYG00000010839
ENSG00000149489	ENSPPYG00000003159
ENSG00000149499	ENSPPYG00000003160
ENSG00000149503	ENSPPYG00000003171
ENSG00000149506	ENSPPYG00000003203
ENSG00000149507	ENSPPYG00000003222
ENSG00000149516	ENSPPYG00000004118
ENSG00000149527	ENSPPYG00000001978
ENSG00000149532	ENSPPYG00000003188
ENSG00000149534	ENSPPYG00000003220
ENSG00000149541	ENSPPYG00000025907
ENSG00000149547	ENSPPYG00000004033
ENSG00000149548	ENSPPYG00000004026
ENSG00000149554	ENSPPYG00000004035
ENSG00000149557	ENSPPYG00000004031
ENSG00000149564	ENSPPYG00000004020
ENSG00000149571	ENSPPYG00000004050
ENSG00000149573	ENSPPYG00000003928
ENSG00000149575	ENSPPYG00000032928
ENSG00000149577	ENSPPYG00000003908
ENSG00000149582	ENSPPYG00000003937
ENSG00000149591	ENSPPYG00000003909
ENSG00000149596	ENSPPYG00000011026
ENSG00000149599	ENSPPYG00000010895
ENSG00000149600	ENSPPYG00000010910
ENSG00000149609	ENSPPYG00000010927
ENSG00000149633	ENSPPYG00000010994
ENSG00000149634	ENSPPYG00000011077
ENSG00000149636	ENSPPYG00000010975
ENSG00000149639	ENSPPYG00000010976
ENSG00000149646	ENSPPYG00000010966
ENSG00000149651	ENSPPYG00000011067
ENSG00000149654	ENSPPYG00000011089
ENSG00000149657	ENSPPYG00000011194
ENSG00000149658	ENSPPYG00000011226
ENSG00000149679	ENSPPYG00000011206
ENSG00000149716	ENSPPYG00000030489
ENSG00000149735	ENSPPYG00000003089
ENSG00000149742	ENSPPYG00000003134
ENSG00000149743	ENSPPYG00000003116
ENSG00000149761	ENSPPYG00000003115
ENSG00000149781	ENSPPYG00000003117
ENSG00000149782	ENSPPYG00000003111
ENSG00000149792	ENSPPYG00000037407
ENSG00000149798	ENSPPYG00000032097
ENSG00000149806	ENSPPYG00000038797
ENSG00000149809	ENSPPYG00000003079
ENSG00000149823	ENSPPYG00000003080
ENSG00000149922	ENSPPYG00000007242
ENSG00000149923	ENSPPYG00000007243
ENSG00000149925	ENSPPYG00000007244
ENSG00000149926	ENSPPYG00000007246
ENSG00000149927	ENSPPYG00000007248
ENSG00000149929	ENSPPYG00000007249
ENSG00000149930	ENSPPYG00000007250
ENSG00000149932	ENSPPYG00000007251
ENSG00000149968	ENSPPYG00000003814
ENSG00000149970	ENSPPYG00000020178
ENSG00000149972	ENSPPYG00000003797
ENSG00000150045	ENSPPYG00000004258
ENSG00000150048	ENSPPYG00000004265
ENSG00000150051	ENSPPYG00000002173
ENSG00000150054	ENSPPYG00000002175
ENSG00000150093	ENSPPYG00000002195
ENSG00000150244	ENSPPYG00000040269
ENSG00000150275	ENSPPYG00000002436
ENSG00000150281	ENSPPYG00000007291
ENSG00000150316	ENSPPYG00000003785
ENSG00000150337	ENSPPYG00000019984
ENSG00000150347	ENSPPYG00000002417
ENSG00000150361	ENSPPYG00000005408
ENSG00000150394	ENSPPYG00000007414
ENSG00000150401	ENSPPYG00000040883
ENSG00000150403	ENSPPYG00000005528
ENSG00000150433	ENSPPYG00000004028
ENSG00000150455	ENSPPYG00000004047
ENSG00000150456	ENSPPYG00000005195
ENSG00000150457	ENSPPYG00000005197
ENSG00000150459	ENSPPYG00000005198
ENSG00000150471	ENSPPYG00000014740
ENSG00000150477	ENSPPYG00000009117
ENSG00000150510	ENSPPYG00000005380
ENSG00000150527	ENSPPYG00000005768
ENSG00000150540	ENSPPYG00000012824
ENSG00000150551	ENSPPYG00000038777
ENSG00000150556	ENSPPYG00000029593
ENSG00000150593	ENSPPYG00000002649
ENSG00000150594	ENSPPYG00000002653
ENSG00000150625	ENSPPYG00000015214
ENSG00000150627	ENSPPYG00000015215
ENSG00000150628	ENSPPYG00000015216
ENSG00000150630	ENSPPYG00000015219
ENSG00000150636	ENSPPYG00000009230
ENSG00000150637	ENSPPYG00000009232
ENSG00000150656	ENSPPYG00000009244
ENSG00000150667	ENSPPYG00000006339
ENSG00000150672	ENSPPYG00000003737
ENSG00000150676	ENSPPYG00000003743
ENSG00000150681	ENSPPYG00000000403
ENSG00000150687	ENSPPYG00000003749
ENSG00000150712	ENSPPYG00000015377
ENSG00000150722	ENSPPYG00000037215
ENSG00000150750	ENSPPYG00000003856
ENSG00000150753	ENSPPYG00000015342
ENSG00000150756	ENSPPYG00000015341
ENSG00000150760	ENSPPYG00000002757
ENSG00000150764	ENSPPYG00000003871
ENSG00000150768	ENSPPYG00000003872
ENSG00000150773	ENSPPYG00000003873
ENSG00000150776	ENSPPYG00000031386
ENSG00000150779	ENSPPYG00000003875
ENSG00000150782	ENSPPYG00000003877
ENSG00000150787	ENSPPYG00000003880
ENSG00000150867	ENSPPYG00000002146
ENSG00000150873	ENSPPYG00000012710
ENSG00000150893	ENSPPYG00000005296
ENSG00000150907	ENSPPYG00000005304
ENSG00000150938	ENSPPYG00000012499
ENSG00000150961	ENSPPYG00000015021
ENSG00000150967	ENSPPYG00000005077
ENSG00000150977	ENSPPYG00000005087
ENSG00000150990	ENSPPYG00000005106
ENSG00000150991	ENSPPYG00000005104
ENSG00000150995	ENSPPYG00000013697
ENSG00000151005	ENSPPYG00000015166
ENSG00000151006	ENSPPYG00000007305
ENSG00000151012	ENSPPYG00000015066
ENSG00000151014	ENSPPYG00000033593
ENSG00000151023	ENSPPYG00000002813
ENSG00000151025	ENSPPYG00000002158
ENSG00000151033	ENSPPYG00000002186
ENSG00000151062	ENSPPYG00000004143
ENSG00000151065	ENSPPYG00000004145
ENSG00000151067	ENSPPYG00000004147
ENSG00000151079	ENSPPYG00000004173
ENSG00000151090	ENSPPYG00000014063
ENSG00000151092	ENSPPYG00000014060
ENSG00000151093	ENSPPYG00000014059
ENSG00000151116	ENSPPYG00000003433
ENSG00000151117	ENSPPYG00000003431
ENSG00000151131	ENSPPYG00000004897
ENSG00000151135	ENSPPYG00000039866
ENSG00000151136	ENSPPYG00000004912
ENSG00000151148	ENSPPYG00000004934
ENSG00000151150	ENSPPYG00000002423
ENSG00000151151	ENSPPYG00000002433
ENSG00000151164	ENSPPYG00000004951
ENSG00000151176	ENSPPYG00000004989
ENSG00000151208	ENSPPYG00000002306
ENSG00000151224	ENSPPYG00000002291
ENSG00000151229	ENSPPYG00000004415
ENSG00000151233	ENSPPYG00000004419
ENSG00000151239	ENSPPYG00000004428
ENSG00000151240	ENSPPYG00000002033
ENSG00000151247	ENSPPYG00000031353
ENSG00000151276	ENSPPYG00000013739
ENSG00000151287	ENSPPYG00000005482
ENSG00000151292	ENSPPYG00000015723
ENSG00000151304	ENSPPYG00000015714
ENSG00000151320	ENSPPYG00000005730
ENSG00000151322	ENSPPYG00000005731
ENSG00000151327	ENSPPYG00000005740
ENSG00000151332	ENSPPYG00000005748
ENSG00000151338	ENSPPYG00000005757
ENSG00000151348	ENSPPYG00000003338
ENSG00000151353	ENSPPYG00000012692
ENSG00000151360	ENSPPYG00000012681
ENSG00000151364	ENSPPYG00000003716
ENSG00000151365	ENSPPYG00000003717
ENSG00000151366	ENSPPYG00000036421
ENSG00000151376	ENSPPYG00000003748
ENSG00000151379	ENSPPYG00000012628
ENSG00000151388	ENSPPYG00000015383
ENSG00000151413	ENSPPYG00000005727
ENSG00000151414	ENSPPYG00000000383
ENSG00000151418	ENSPPYG00000000382
ENSG00000151422	ENSPPYG00000015672
ENSG00000151445	ENSPPYG00000006025
ENSG00000151458	ENSPPYG00000015050
ENSG00000151461	ENSPPYG00000002089
ENSG00000151465	ENSPPYG00000002092
ENSG00000151466	ENSPPYG00000015062
ENSG00000151468	ENSPPYG00000002094
ENSG00000151470	ENSPPYG00000015063
ENSG00000151474	ENSPPYG00000002102
ENSG00000151475	ENSPPYG00000015055
ENSG00000151490	ENSPPYG00000004332
ENSG00000151491	ENSPPYG00000004333
ENSG00000151498	ENSPPYG00000004079
ENSG00000151500	ENSPPYG00000038298
ENSG00000151502	ENSPPYG00000004077
ENSG00000151503	ENSPPYG00000004076
ENSG00000151532	ENSPPYG00000035601
ENSG00000151552	ENSPPYG00000014624
ENSG00000151553	ENSPPYG00000002675
ENSG00000151572	ENSPPYG00000004869
ENSG00000151575	ENSPPYG00000006503
ENSG00000151576	ENSPPYG00000013531
ENSG00000151577	ENSPPYG00000013529
ENSG00000151611	ENSPPYG00000015103
ENSG00000151612	ENSPPYG00000015104
ENSG00000151615	ENSPPYG00000015107
ENSG00000151617	ENSPPYG00000015109
ENSG00000151623	ENSPPYG00000015113
ENSG00000151640	ENSPPYG00000002773
ENSG00000151650	ENSPPYG00000018676
ENSG00000151655	ENSPPYG00000002074
ENSG00000151657	ENSPPYG00000002075
ENSG00000151665	ENSPPYG00000035818
ENSG00000151687	ENSPPYG00000013015
ENSG00000151689	ENSPPYG00000013022
ENSG00000151690	ENSPPYG00000013023
ENSG00000151692	ENSPPYG00000012673
ENSG00000151693	ENSPPYG00000012668
ENSG00000151694	ENSPPYG00000012664
ENSG00000151702	ENSPPYG00000004052
ENSG00000151704	ENSPPYG00000004053
ENSG00000151715	ENSPPYG00000004059
ENSG00000151718	ENSPPYG00000015224
ENSG00000151725	ENSPPYG00000015238
ENSG00000151726	ENSPPYG00000015239
ENSG00000151729	ENSPPYG00000037131
ENSG00000151743	ENSPPYG00000004400
ENSG00000151746	ENSPPYG00000004403
ENSG00000151748	ENSPPYG00000005805
ENSG00000151773	ENSPPYG00000005326
ENSG00000151778	ENSPPYG00000014205
ENSG00000151779	ENSPPYG00000012639
ENSG00000151789	ENSPPYG00000014069
ENSG00000151790	ENSPPYG00000015149
ENSG00000151806	ENSPPYG00000014702
ENSG00000151812	ENSPPYG00000005852
ENSG00000151834	ENSPPYG00000014705
ENSG00000151835	ENSPPYG00000005205
ENSG00000151838	ENSPPYG00000005866
ENSG00000151846	ENSPPYG00000005219
ENSG00000151849	ENSPPYG00000005216
ENSG00000151876	ENSPPYG00000015430
ENSG00000151881	ENSPPYG00000030021
ENSG00000151882	ENSPPYG00000015440
ENSG00000151883	ENSPPYG00000015448
ENSG00000151892	ENSPPYG00000002678
ENSG00000151893	ENSPPYG00000031630
ENSG00000151914	ENSPPYG00000016735
ENSG00000151917	ENSPPYG00000016736
ENSG00000151923	ENSPPYG00000002703
ENSG00000151929	ENSPPYG00000002705
ENSG00000151948	ENSPPYG00000005117
ENSG00000151952	ENSPPYG00000005118
ENSG00000151962	ENSPPYG00000015144
ENSG00000151967	ENSPPYG00000014252
ENSG00000152034	ENSPPYG00000016867
ENSG00000152049	ENSPPYG00000013224
ENSG00000152056	ENSPPYG00000013226
ENSG00000152061	ENSPPYG00000000487
ENSG00000152076	ENSPPYG00000013373
ENSG00000152078	ENSPPYG00000001135
ENSG00000152082	ENSPPYG00000013375
ENSG00000152082	ENSPPYG00000030317
ENSG00000152092	ENSPPYG00000000478
ENSG00000152093	ENSPPYG00000012745
ENSG00000152102	ENSPPYG00000038522
ENSG00000152104	ENSPPYG00000000222
ENSG00000152127	ENSPPYG00000012808
ENSG00000152128	ENSPPYG00000012809
ENSG00000152133	ENSPPYG00000012494
ENSG00000152137	ENSPPYG00000041725
ENSG00000152147	ENSPPYG00000012479
ENSG00000152154	ENSPPYG00000039093
ENSG00000152192	ENSPPYG00000005428
ENSG00000152193	ENSPPYG00000005429
ENSG00000152207	ENSPPYG00000005362
ENSG00000152208	ENSPPYG00000014934
ENSG00000152213	ENSPPYG00000031330
ENSG00000152214	ENSPPYG00000009121
ENSG00000152217	ENSPPYG00000009123
ENSG00000152219	ENSPPYG00000003396
ENSG00000152223	ENSPPYG00000009128
ENSG00000152229	ENSPPYG00000009129
ENSG00000152234	ENSPPYG00000009130
ENSG00000152240	ENSPPYG00000009131
ENSG00000152242	ENSPPYG00000009132
ENSG00000152253	ENSPPYG00000012906
ENSG00000152254	ENSPPYG00000012907
ENSG00000152256	ENSPPYG00000012937
ENSG00000152266	ENSPPYG00000003471
ENSG00000152270	ENSPPYG00000003464
ENSG00000152284	ENSPPYG00000012234
ENSG00000152291	ENSPPYG00000012712
ENSG00000152292	ENSPPYG00000012230
ENSG00000152315	ENSPPYG00000006059
ENSG00000152332	ENSPPYG00000000582
ENSG00000152348	ENSPPYG00000015607
ENSG00000152359	ENSPPYG00000015564
ENSG00000152377	ENSPPYG00000015812
ENSG00000152380	ENSPPYG00000015598
ENSG00000152382	ENSPPYG00000000557
ENSG00000152402	ENSPPYG00000003832
ENSG00000152404	ENSPPYG00000003833
ENSG00000152409	ENSPPYG00000015588
ENSG00000152413	ENSPPYG00000015589
ENSG00000152422	ENSPPYG00000015612
ENSG00000152430	ENSPPYG00000037688
ENSG00000152433	ENSPPYG00000010474
ENSG00000152443	ENSPPYG00000030786
ENSG00000152454	ENSPPYG00000010478
ENSG00000152455	ENSPPYG00000002106
ENSG00000152457	ENSPPYG00000002107
ENSG00000152463	ENSPPYG00000002110
ENSG00000152464	ENSPPYG00000002113
ENSG00000152465	ENSPPYG00000002114
ENSG00000152467	ENSPPYG00000010489
ENSG00000152475	ENSPPYG00000010499
ENSG00000152484	ENSPPYG00000005232
ENSG00000152492	ENSPPYG00000014410
ENSG00000152495	ENSPPYG00000015680
ENSG00000152503	ENSPPYG00000015693
ENSG00000152518	ENSPPYG00000030549
ENSG00000152520	ENSPPYG00000005245
ENSG00000152527	ENSPPYG00000012455
ENSG00000152556	ENSPPYG00000004453
ENSG00000152558	ENSPPYG00000003809
ENSG00000152578	ENSPPYG00000003828
ENSG00000152580	ENSPPYG00000014216
ENSG00000152582	ENSPPYG00000015395
ENSG00000152583	ENSPPYG00000014915
ENSG00000152592	ENSPPYG00000014917
ENSG00000152595	ENSPPYG00000014919
ENSG00000152601	ENSPPYG00000014218
ENSG00000152611	ENSPPYG00000015397
ENSG00000152620	ENSPPYG00000015401
ENSG00000152642	ENSPPYG00000014044
ENSG00000152661	ENSPPYG00000016974
ENSG00000152669	ENSPPYG00000035186
ENSG00000152670	ENSPPYG00000015472
ENSG00000152672	ENSPPYG00000012319
ENSG00000152683	ENSPPYG00000012508
ENSG00000152684	ENSPPYG00000015451
ENSG00000152689	ENSPPYG00000012501
ENSG00000152700	ENSPPYG00000015789
ENSG00000152705	ENSPPYG00000015796
ENSG00000152749	ENSPPYG00000005445
ENSG00000152760	ENSPPYG00000001264
ENSG00000152763	ENSPPYG00000001262
ENSG00000152766	ENSPPYG00000002456
ENSG00000152767	ENSPPYG00000005459
ENSG00000152778	ENSPPYG00000041118
ENSG00000152779	ENSPPYG00000002468
ENSG00000152782	ENSPPYG00000002469
ENSG00000152784	ENSPPYG00000037483
ENSG00000152785	ENSPPYG00000014882
ENSG00000152795	ENSPPYG00000014886
ENSG00000152804	ENSPPYG00000002486
ENSG00000152818	ENSPPYG00000017070
ENSG00000152822	ENSPPYG00000017075
ENSG00000152894	ENSPPYG00000016999
ENSG00000152904	ENSPPYG00000000097
ENSG00000152910	ENSPPYG00000007569
ENSG00000152932	ENSPPYG00000015485
ENSG00000152936	ENSPPYG00000004370
ENSG00000152939	ENSPPYG00000015529
ENSG00000152942	ENSPPYG00000015528
ENSG00000152944	ENSPPYG00000040114
ENSG00000152952	ENSPPYG00000029800
ENSG00000152953	ENSPPYG00000014595
ENSG00000152954	ENSPPYG00000016275
ENSG00000152969	ENSPPYG00000014590
ENSG00000152977	ENSPPYG00000014189
ENSG00000152990	ENSPPYG00000014637
ENSG00000153002	ENSPPYG00000014191
ENSG00000153006	ENSPPYG00000032959
ENSG00000153012	ENSPPYG00000039828
ENSG00000153015	ENSPPYG00000015505
ENSG00000153029	ENSPPYG00000000445
ENSG00000153044	ENSPPYG00000015524
ENSG00000153046	ENSPPYG00000016192
ENSG00000153048	ENSPPYG00000007085
ENSG00000153060	ENSPPYG00000007092
ENSG00000153064	ENSPPYG00000014963
ENSG00000153066	ENSPPYG00000007109
ENSG00000153071	ENSPPYG00000015417
ENSG00000153086	ENSPPYG00000012810
ENSG00000153093	ENSPPYG00000012154
ENSG00000153094	ENSPPYG00000034622
ENSG00000153107	ENSPPYG00000012161
ENSG00000153113	ENSPPYG00000015649
ENSG00000153130	ENSPPYG00000033334
ENSG00000153132	ENSPPYG00000015078
ENSG00000153140	ENSPPYG00000015622
ENSG00000153147	ENSPPYG00000015091
ENSG00000153157	ENSPPYG00000016229
ENSG00000153162	ENSPPYG00000016210
ENSG00000153165	ENSPPYG00000012138
ENSG00000153165	ENSPPYG00000012709
ENSG00000153179	ENSPPYG00000004729
ENSG00000153187	ENSPPYG00000000052
ENSG00000153201	ENSPPYG00000039134
ENSG00000153207	ENSPPYG00000000042
ENSG00000153208	ENSPPYG00000012162
ENSG00000153214	ENSPPYG00000012163
ENSG00000153233	ENSPPYG00000004769
ENSG00000153234	ENSPPYG00000012859
ENSG00000153237	ENSPPYG00000029824
ENSG00000153246	ENSPPYG00000012876
ENSG00000153250	ENSPPYG00000012879
ENSG00000153253	ENSPPYG00000012894
ENSG00000153266	ENSPPYG00000013750
ENSG00000153283	ENSPPYG00000013559
ENSG00000153291	ENSPPYG00000016670
ENSG00000153292	ENSPPYG00000016675
ENSG00000153294	ENSPPYG00000016679
ENSG00000153303	ENSPPYG00000017180
ENSG00000153310	ENSPPYG00000018883
ENSG00000153317	ENSPPYG00000018884
ENSG00000153339	ENSPPYG00000031919
ENSG00000153347	ENSPPYG00000015637
ENSG00000153391	ENSPPYG00000009108
ENSG00000153395	ENSPPYG00000015319
ENSG00000153404	ENSPPYG00000015294
ENSG00000153406	ENSPPYG00000007060
ENSG00000153443	ENSPPYG00000030515
ENSG00000153485	ENSPPYG00000030627
ENSG00000153487	ENSPPYG00000031876
ENSG00000153495	ENSPPYG00000005509
ENSG00000153498	ENSPPYG00000005513
ENSG00000153531	ENSPPYG00000005526
ENSG00000153551	ENSPPYG00000037433
ENSG00000153558	ENSPPYG00000014031
ENSG00000153560	ENSPPYG00000014030
ENSG00000153561	ENSPPYG00000012209
ENSG00000153563	ENSPPYG00000032416
ENSG00000153574	ENSPPYG00000012199
ENSG00000153684	ENSPPYG00000006249
ENSG00000153707	ENSPPYG00000019220
ENSG00000153714	ENSPPYG00000019218
ENSG00000153721	ENSPPYG00000017120
ENSG00000153767	ENSPPYG00000013500
ENSG00000153774	ENSPPYG00000007560
ENSG00000153779	ENSPPYG00000020525
ENSG00000153786	ENSPPYG00000007611
ENSG00000153789	ENSPPYG00000007613
ENSG00000153790	ENSPPYG00000017718
ENSG00000153802	ENSPPYG00000014731
ENSG00000153814	ENSPPYG00000017691
ENSG00000153815	ENSPPYG00000007738
ENSG00000153820	ENSPPYG00000013246
ENSG00000153822	ENSPPYG00000008580
ENSG00000153823	ENSPPYG00000013247
ENSG00000153827	ENSPPYG00000013249
ENSG00000153832	ENSPPYG00000034678
ENSG00000153879	ENSPPYG00000009828
ENSG00000153885	ENSPPYG00000009831
ENSG00000153896	ENSPPYG00000009842
ENSG00000153898	ENSPPYG00000001199
ENSG00000153902	ENSPPYG00000009850
ENSG00000153904	ENSPPYG00000001193
ENSG00000153914	ENSPPYG00000015515
ENSG00000153922	ENSPPYG00000015659
ENSG00000153930	ENSPPYG00000008253
ENSG00000153933	ENSPPYG00000008250
ENSG00000153936	ENSPPYG00000001183
ENSG00000153944	ENSPPYG00000008244
ENSG00000153956	ENSPPYG00000017859
ENSG00000153975	ENSPPYG00000016956
ENSG00000153976	ENSPPYG00000038520
ENSG00000153982	ENSPPYG00000008223
ENSG00000153989	ENSPPYG00000025886
ENSG00000153993	ENSPPYG00000017852
ENSG00000154001	ENSPPYG00000031600
ENSG00000154007	ENSPPYG00000001228
ENSG00000154016	ENSPPYG00000040066
ENSG00000154025	ENSPPYG00000008056
ENSG00000154027	ENSPPYG00000001224
ENSG00000154040	ENSPPYG00000009069
ENSG00000154065	ENSPPYG00000009065
ENSG00000154079	ENSPPYG00000039186
ENSG00000154080	ENSPPYG00000009080
ENSG00000154096	ENSPPYG00000031865
ENSG00000154099	ENSPPYG00000007599
ENSG00000154102	ENSPPYG00000007617
ENSG00000154114	ENSPPYG00000003978
ENSG00000154118	ENSPPYG00000007630
ENSG00000154122	ENSPPYG00000015353
ENSG00000154124	ENSPPYG00000031564
ENSG00000154127	ENSPPYG00000003983
ENSG00000154133	ENSPPYG00000004023
ENSG00000154134	ENSPPYG00000004022
ENSG00000154143	ENSPPYG00000004014
ENSG00000154144	ENSPPYG00000004015
ENSG00000154146	ENSPPYG00000004018
ENSG00000154153	ENSPPYG00000041318
ENSG00000154162	ENSPPYG00000015364
ENSG00000154165	ENSPPYG00000013613
ENSG00000154174	ENSPPYG00000013603
ENSG00000154175	ENSPPYG00000013596
ENSG00000154188	ENSPPYG00000018817
ENSG00000154217	ENSPPYG00000008566
ENSG00000154222	ENSPPYG00000001351
ENSG00000154227	ENSPPYG00000006820
ENSG00000154229	ENSPPYG00000008557
ENSG00000154237	ENSPPYG00000006824
ENSG00000154240	ENSPPYG00000008555
ENSG00000154252	ENSPPYG00000013359
ENSG00000154258	ENSPPYG00000029709
ENSG00000154262	ENSPPYG00000032312
ENSG00000154263	ENSPPYG00000034743
ENSG00000154265	ENSPPYG00000008578
ENSG00000154269	ENSPPYG00000017009
ENSG00000154274	ENSPPYG00000038950
ENSG00000154277	ENSPPYG00000014691
ENSG00000154305	ENSPPYG00000000197
ENSG00000154309	ENSPPYG00000000192
ENSG00000154310	ENSPPYG00000014296
ENSG00000154319	ENSPPYG00000018354
ENSG00000154328	ENSPPYG00000030958
ENSG00000154330	ENSPPYG00000019268
ENSG00000154342	ENSPPYG00000000150
ENSG00000154358	ENSPPYG00000000139
ENSG00000154359	ENSPPYG00000018373
ENSG00000154370	ENSPPYG00000000138
ENSG00000154380	ENSPPYG00000000175
ENSG00000154415	ENSPPYG00000040617
ENSG00000154429	ENSPPYG00000039997
ENSG00000154438	ENSPPYG00000017939
ENSG00000154447	ENSPPYG00000015189
ENSG00000154451	ENSPPYG00000029531
ENSG00000154473	ENSPPYG00000002731
ENSG00000154478	ENSPPYG00000002734
ENSG00000154479	ENSPPYG00000012915
ENSG00000154485	ENSPPYG00000002750
ENSG00000154493	ENSPPYG00000002756
ENSG00000154511	ENSPPYG00000001151
ENSG00000154518	ENSPPYG00000037033
ENSG00000154529	ENSPPYG00000019037
ENSG00000154529	ENSPPYG00000019041
ENSG00000154545	ENSPPYG00000020363
ENSG00000154548	ENSPPYG00000016837
ENSG00000154553	ENSPPYG00000015251
ENSG00000154556	ENSPPYG00000015252
ENSG00000154582	ENSPPYG00000034842
ENSG00000154582	ENSPPYG00000036463
ENSG00000154589	ENSPPYG00000018680
ENSG00000154611	ENSPPYG00000009076
ENSG00000154639	ENSPPYG00000011295
ENSG00000154639	ENSPPYG00000041402
ENSG00000154640	ENSPPYG00000011296
ENSG00000154642	ENSPPYG00000011297
ENSG00000154645	ENSPPYG00000029453
ENSG00000154646	ENSPPYG00000039618
ENSG00000154654	ENSPPYG00000011299
ENSG00000154655	ENSPPYG00000009022
ENSG00000154678	ENSPPYG00000017662
ENSG00000154710	ENSPPYG00000017520
ENSG00000154719	ENSPPYG00000011303
ENSG00000154721	ENSPPYG00000011304
ENSG00000154723	ENSPPYG00000011305
ENSG00000154727	ENSPPYG00000030034
ENSG00000154734	ENSPPYG00000011310
ENSG00000154736	ENSPPYG00000011311
ENSG00000154743	ENSPPYG00000013647
ENSG00000154760	ENSPPYG00000029995
ENSG00000154764	ENSPPYG00000013397
ENSG00000154767	ENSPPYG00000013401
ENSG00000154781	ENSPPYG00000013405
ENSG00000154783	ENSPPYG00000013407
ENSG00000154803	ENSPPYG00000008028
ENSG00000154813	ENSPPYG00000014083
ENSG00000154814	ENSPPYG00000014082
ENSG00000154822	ENSPPYG00000014079
ENSG00000154832	ENSPPYG00000031882
ENSG00000154839	ENSPPYG00000009159
ENSG00000154845	ENSPPYG00000009009
ENSG00000154856	ENSPPYG00000009005
ENSG00000154864	ENSPPYG00000009003
ENSG00000154889	ENSPPYG00000008997
ENSG00000154914	ENSPPYG00000007972
ENSG00000154917	ENSPPYG00000014116
ENSG00000154920	ENSPPYG00000008285
ENSG00000154928	ENSPPYG00000014125
ENSG00000154930	ENSPPYG00000010781
ENSG00000154945	ENSPPYG00000008275
ENSG00000154957	ENSPPYG00000007992
ENSG00000154975	ENSPPYG00000008263
ENSG00000154978	ENSPPYG00000018284
ENSG00000154997	ENSPPYG00000017548
ENSG00000155008	ENSPPYG00000020516
ENSG00000155011	ENSPPYG00000014982
ENSG00000155016	ENSPPYG00000014985
ENSG00000155026	ENSPPYG00000017358
ENSG00000155034	ENSPPYG00000017335
ENSG00000155052	ENSPPYG00000012773
ENSG00000155066	ENSPPYG00000012055
ENSG00000155085	ENSPPYG00000016913
ENSG00000155087	ENSPPYG00000018799
ENSG00000155090	ENSPPYG00000018800
ENSG00000155093	ENSPPYG00000018231
ENSG00000155096	ENSPPYG00000034304
ENSG00000155097	ENSPPYG00000018803
ENSG00000155099	ENSPPYG00000018737
ENSG00000155100	ENSPPYG00000018738
ENSG00000155111	ENSPPYG00000016923
ENSG00000155115	ENSPPYG00000033013
ENSG00000155158	ENSPPYG00000019208
ENSG00000155189	ENSPPYG00000039281
ENSG00000155229	ENSPPYG00000002533
ENSG00000155249	ENSPPYG00000030787
ENSG00000155249	ENSPPYG00000038704
ENSG00000155252	ENSPPYG00000002538
ENSG00000155254	ENSPPYG00000038510
ENSG00000155256	ENSPPYG00000002540
ENSG00000155265	ENSPPYG00000002542
ENSG00000155269	ENSPPYG00000014561
ENSG00000155275	ENSPPYG00000038960
ENSG00000155287	ENSPPYG00000002554
ENSG00000155304	ENSPPYG00000037302
ENSG00000155307	ENSPPYG00000011288
ENSG00000155313	ENSPPYG00000011291
ENSG00000155324	ENSPPYG00000015725
